player_club_domestic_competition_id,smearing_factor
BE1,1.7824444501928967
DK1,1.8198526413688954
ES1,2.35365761083688
FR1,2.143776684646936
GB1,2.087806488884608
GR1,2.0115548374685415
IT1,2.6302376419308686
L1,2.0576725653387764
NL1,2.142573859106629
PO1,2.177910041164384
RU1,1.9586208637031215
SC1,2.253148245812203
TR1,2.2530335161722608
UKR1,1.7206287137169993
